fecha;departamento;admlcd;poblacion;p7;p7_cada100k
26/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.29;0.49
26/10/2020;Rivera(UY-RV);URUUYRV;108569;8.71;8.03
26/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
26/10/2020;Salto(UY-SA);URUUYSA;132788;0;0
26/10/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
26/10/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
26/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.86;0.92
26/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
27/10/2020;Artigas(UY-AR);URUUYAR;74570;0.71;0.96
27/10/2020;Canelones(UY-CA);URUUYCA;588959;4.14;0.7
27/10/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
27/10/2020;Colonia(UY-CO);URUUYCO;130444;0.29;0.22
27/10/2020;Durazno(UY-DU);URUUYDU;58990;0;0
27/10/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
27/10/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
27/10/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
27/10/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
27/10/2020;Montevideo(UY-MO);URUUYMO;1381946;28.29;2.05
27/10/2020;Paysandú(UY-PA);URUUYPA;119373;0.14;0.12
27/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.29;0.49
27/10/2020;Rivera(UY-RV);URUUYRV;108569;7.14;6.58
27/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
27/10/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
27/10/2020;San José(UY-SJ);URUUYSJ;116479;0.43;0.37
27/10/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
27/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;1.14;1.23
27/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
28/10/2020;Artigas(UY-AR);URUUYAR;74570;1.14;1.53
28/10/2020;Canelones(UY-CA);URUUYCA;588959;3.57;0.61
28/10/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
28/10/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
28/10/2020;Durazno(UY-DU);URUUYDU;58990;0;0
28/10/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
28/10/2020;Florida(UY-FD);URUUYFD;69318;0;0
28/10/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
28/10/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
28/10/2020;Montevideo(UY-MO);URUUYMO;1381946;30.57;2.21
28/10/2020;Paysandú(UY-PA);URUUYPA;119373;0.14;0.12
28/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.29;0.49
28/10/2020;Rivera(UY-RV);URUUYRV;108569;8.14;7.5
28/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
28/10/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
28/10/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
28/10/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
28/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;1.14;1.23
28/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
29/10/2020;Artigas(UY-AR);URUUYAR;74570;1.29;1.72
29/10/2020;Canelones(UY-CA);URUUYCA;588959;2.57;0.44
29/10/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
29/10/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
29/10/2020;Durazno(UY-DU);URUUYDU;58990;0;0
29/10/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
29/10/2020;Florida(UY-FD);URUUYFD;69318;0;0
29/10/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
29/10/2020;Maldonado(UY-MA);URUUYMA;190078;0.71;0.38
29/10/2020;Montevideo(UY-MO);URUUYMO;1381946;33.86;2.45
29/10/2020;Paysandú(UY-PA);URUUYPA;119373;0.14;0.12
29/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.43;0.74
29/10/2020;Rivera(UY-RV);URUUYRV;108569;8.71;8.03
29/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
29/10/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
29/10/2020;San José(UY-SJ);URUUYSJ;116479;0.71;0.61
29/10/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
29/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;1.14;1.23
29/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
30/10/2020;Artigas(UY-AR);URUUYAR;74570;1;1.34
30/10/2020;Canelones(UY-CA);URUUYCA;588959;2;0.34
30/10/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
30/10/2020;Colonia(UY-CO);URUUYCO;130444;0;0
30/10/2020;Durazno(UY-DU);URUUYDU;58990;0;0
30/10/2020;Flores(UY-FS);URUUYFS;26500;0;0
30/10/2020;Florida(UY-FD);URUUYFD;69318;0;0
30/10/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
30/10/2020;Maldonado(UY-MA);URUUYMA;190078;0.71;0.38
30/10/2020;Montevideo(UY-MO);URUUYMO;1381946;33.57;2.43
30/10/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
30/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.29;0.49
30/10/2020;Rivera(UY-RV);URUUYRV;108569;8;7.37
30/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
30/10/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
30/10/2020;San José(UY-SJ);URUUYSJ;116479;1.14;0.98
30/10/2020;Soriano(UY-SO);URUUYSO;89930;0;0
30/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
30/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
31/10/2020;Artigas(UY-AR);URUUYAR;74570;0.86;1.15
31/10/2020;Canelones(UY-CA);URUUYCA;588959;2.29;0.39
31/10/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
31/10/2020;Colonia(UY-CO);URUUYCO;130444;0;0
31/10/2020;Durazno(UY-DU);URUUYDU;58990;0;0
31/10/2020;Flores(UY-FS);URUUYFS;26500;0;0
31/10/2020;Florida(UY-FD);URUUYFD;69318;0;0
31/10/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
31/10/2020;Maldonado(UY-MA);URUUYMA;190078;0.57;0.3
31/10/2020;Montevideo(UY-MO);URUUYMO;1381946;34;2.46
31/10/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
31/10/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
31/10/2020;Rivera(UY-RV);URUUYRV;108569;6.86;6.32
31/10/2020;Rocha(UY-RO);URUUYRO;74079;0;0
31/10/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
31/10/2020;San José(UY-SJ);URUUYSJ;116479;1.14;0.98
31/10/2020;Soriano(UY-SO);URUUYSO;89930;0;0
31/10/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
31/10/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
01/11/2020;Artigas(UY-AR);URUUYAR;74570;0.86;1.15
01/11/2020;Canelones(UY-CA);URUUYCA;588959;1.86;0.32
01/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
01/11/2020;Colonia(UY-CO);URUUYCO;130444;0;0
01/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
01/11/2020;Flores(UY-FS);URUUYFS;26500;0;0
01/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
01/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
01/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.57;0.3
01/11/2020;Montevideo(UY-MO);URUUYMO;1381946;30.86;2.23
01/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
01/11/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
01/11/2020;Rivera(UY-RV);URUUYRV;108569;7.29;6.71
01/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
01/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
01/11/2020;San José(UY-SJ);URUUYSJ;116479;1;0.86
01/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
01/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
01/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
02/11/2020;Artigas(UY-AR);URUUYAR;74570;0.71;0.96
02/11/2020;Canelones(UY-CA);URUUYCA;588959;1.86;0.32
02/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
02/11/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
02/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
02/11/2020;Flores(UY-FS);URUUYFS;26500;0;0
02/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
02/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
02/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
02/11/2020;Montevideo(UY-MO);URUUYMO;1381946;29.71;2.15
02/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
02/11/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
02/11/2020;Rivera(UY-RV);URUUYRV;108569;7.43;6.84
02/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
02/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
02/11/2020;San José(UY-SJ);URUUYSJ;116479;1;0.86
02/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
02/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
02/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
03/11/2020;Artigas(UY-AR);URUUYAR;74570;0.71;0.96
03/11/2020;Canelones(UY-CA);URUUYCA;588959;1.86;0.32
03/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0.14;0.16
03/11/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
03/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
03/11/2020;Flores(UY-FS);URUUYFS;26500;0;0
03/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
03/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
03/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
03/11/2020;Montevideo(UY-MO);URUUYMO;1381946;29.71;2.15
03/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
03/11/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
03/11/2020;Rivera(UY-RV);URUUYRV;108569;6;5.53
03/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
03/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
03/11/2020;San José(UY-SJ);URUUYSJ;116479;0.86;0.74
03/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
03/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
03/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
04/11/2020;Artigas(UY-AR);URUUYAR;74570;0.14;0.19
04/11/2020;Canelones(UY-CA);URUUYCA;588959;4.86;0.82
04/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0.14;0.16
04/11/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
04/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
04/11/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
04/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
04/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
04/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
04/11/2020;Montevideo(UY-MO);URUUYMO;1381946;26.71;1.93
04/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
04/11/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
04/11/2020;Rivera(UY-RV);URUUYRV;108569;4.43;4.08
04/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
04/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
04/11/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
04/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
04/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
04/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
05/11/2020;Artigas(UY-AR);URUUYAR;74570;0;0
05/11/2020;Canelones(UY-CA);URUUYCA;588959;5.71;0.97
05/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0.29;0.32
05/11/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
05/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
05/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
05/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
05/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
05/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
05/11/2020;Montevideo(UY-MO);URUUYMO;1381946;26.57;1.92
05/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
05/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
05/11/2020;Rivera(UY-RV);URUUYRV;108569;3.86;3.55
05/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
05/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
05/11/2020;San José(UY-SJ);URUUYSJ;116479;0.43;0.37
05/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
05/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.14;0.15
05/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
06/11/2020;Artigas(UY-AR);URUUYAR;74570;0;0
06/11/2020;Canelones(UY-CA);URUUYCA;588959;6;1.02
06/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;0.57;0.64
06/11/2020;Colonia(UY-CO);URUUYCO;130444;0.57;0.44
06/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
06/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
06/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
06/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
06/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
06/11/2020;Montevideo(UY-MO);URUUYMO;1381946;28.14;2.04
06/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
06/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
06/11/2020;Rivera(UY-RV);URUUYRV;108569;4.29;3.95
06/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
06/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
06/11/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
06/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
06/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
06/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.43;0.85
07/11/2020;Artigas(UY-AR);URUUYAR;74570;0.29;0.38
07/11/2020;Canelones(UY-CA);URUUYCA;588959;6;1.02
07/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;1.29;1.44
07/11/2020;Colonia(UY-CO);URUUYCO;130444;1;0.77
07/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
07/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
07/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
07/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
07/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.29;0.15
07/11/2020;Montevideo(UY-MO);URUUYMO;1381946;30;2.17
07/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
07/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
07/11/2020;Rivera(UY-RV);URUUYRV;108569;5.14;4.74
07/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
07/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
07/11/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
07/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
07/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
07/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.43;0.85
08/11/2020;Artigas(UY-AR);URUUYAR;74570;0.29;0.38
08/11/2020;Canelones(UY-CA);URUUYCA;588959;7.29;1.24
08/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;4.43;4.94
08/11/2020;Colonia(UY-CO);URUUYCO;130444;1.86;1.42
08/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
08/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
08/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
08/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
08/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.29;0.15
08/11/2020;Montevideo(UY-MO);URUUYMO;1381946;31.57;2.28
08/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
08/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
08/11/2020;Rivera(UY-RV);URUUYRV;108569;4.71;4.34
08/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
08/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
08/11/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
08/11/2020;Soriano(UY-SO);URUUYSO;89930;0;0
08/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
08/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.71;1.41
09/11/2020;Artigas(UY-AR);URUUYAR;74570;0.29;0.38
09/11/2020;Canelones(UY-CA);URUUYCA;588959;7.43;1.26
09/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;6.14;6.86
09/11/2020;Colonia(UY-CO);URUUYCO;130444;1.86;1.42
09/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
09/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
09/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
09/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
09/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.29;0.15
09/11/2020;Montevideo(UY-MO);URUUYMO;1381946;33.86;2.45
09/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
09/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
09/11/2020;Rivera(UY-RV);URUUYRV;108569;4.43;4.08
09/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
09/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
09/11/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
09/11/2020;Soriano(UY-SO);URUUYSO;89930;0.43;0.48
09/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
09/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.71;1.41
10/11/2020;Artigas(UY-AR);URUUYAR;74570;0.43;0.57
10/11/2020;Canelones(UY-CA);URUUYCA;588959;8.86;1.5
10/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;6.43;7.18
10/11/2020;Colonia(UY-CO);URUUYCO;130444;2.43;1.86
10/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
10/11/2020;Flores(UY-FS);URUUYFS;26500;0.57;2.16
10/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
10/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
10/11/2020;Maldonado(UY-MA);URUUYMA;190078;0.71;0.38
10/11/2020;Montevideo(UY-MO);URUUYMO;1381946;34.86;2.52
10/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
10/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
10/11/2020;Rivera(UY-RV);URUUYRV;108569;4.43;4.08
10/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
10/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
10/11/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
10/11/2020;Soriano(UY-SO);URUUYSO;89930;0.43;0.48
10/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
10/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.71;1.41
11/11/2020;Artigas(UY-AR);URUUYAR;74570;0.71;0.96
11/11/2020;Canelones(UY-CA);URUUYCA;588959;6.43;1.09
11/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;7.57;8.45
11/11/2020;Colonia(UY-CO);URUUYCO;130444;3.43;2.63
11/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
11/11/2020;Flores(UY-FS);URUUYFS;26500;0.43;1.62
11/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
11/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
11/11/2020;Maldonado(UY-MA);URUUYMA;190078;1.14;0.6
11/11/2020;Montevideo(UY-MO);URUUYMO;1381946;38.86;2.81
11/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
11/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
11/11/2020;Rivera(UY-RV);URUUYRV;108569;4.29;3.95
11/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
11/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
11/11/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
11/11/2020;Soriano(UY-SO);URUUYSO;89930;0.43;0.48
11/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
11/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;1;1.98
12/11/2020;Artigas(UY-AR);URUUYAR;74570;0.71;0.96
12/11/2020;Canelones(UY-CA);URUUYCA;588959;6.57;1.12
12/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;8.57;9.57
12/11/2020;Colonia(UY-CO);URUUYCO;130444;4.14;3.18
12/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
12/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
12/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
12/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
12/11/2020;Maldonado(UY-MA);URUUYMA;190078;2;1.05
12/11/2020;Montevideo(UY-MO);URUUYMO;1381946;40.86;2.96
12/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
12/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
12/11/2020;Rivera(UY-RV);URUUYRV;108569;4.29;3.95
12/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
12/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
12/11/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
12/11/2020;Soriano(UY-SO);URUUYSO;89930;0.71;0.79
12/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
12/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.71;1.41
13/11/2020;Artigas(UY-AR);URUUYAR;74570;1;1.34
13/11/2020;Canelones(UY-CA);URUUYCA;588959;8.86;1.5
13/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;9.29;10.37
13/11/2020;Colonia(UY-CO);URUUYCO;130444;5;3.83
13/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
13/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
13/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
13/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.29;0.48
13/11/2020;Maldonado(UY-MA);URUUYMA;190078;2.43;1.28
13/11/2020;Montevideo(UY-MO);URUUYMO;1381946;41.29;2.99
13/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
13/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
13/11/2020;Rivera(UY-RV);URUUYRV;108569;3.14;2.89
13/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
13/11/2020;Salto(UY-SA);URUUYSA;132788;0.14;0.11
13/11/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
13/11/2020;Soriano(UY-SO);URUUYSO;89930;0.71;0.79
13/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
13/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.57;1.13
14/11/2020;Artigas(UY-AR);URUUYAR;74570;0.86;1.15
14/11/2020;Canelones(UY-CA);URUUYCA;588959;9.86;1.67
14/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;9.57;10.68
14/11/2020;Colonia(UY-CO);URUUYCO;130444;5.29;4.05
14/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
14/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
14/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
14/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.29;0.48
14/11/2020;Maldonado(UY-MA);URUUYMA;190078;2.43;1.28
14/11/2020;Montevideo(UY-MO);URUUYMO;1381946;40;2.89
14/11/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
14/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
14/11/2020;Rivera(UY-RV);URUUYRV;108569;2.29;2.11
14/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
14/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
14/11/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
14/11/2020;Soriano(UY-SO);URUUYSO;89930;1.14;1.27
14/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.71;0.77
14/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.57;1.13
15/11/2020;Artigas(UY-AR);URUUYAR;74570;1;1.34
15/11/2020;Canelones(UY-CA);URUUYCA;588959;9.43;1.6
15/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;6.71;7.49
15/11/2020;Colonia(UY-CO);URUUYCO;130444;4.71;3.61
15/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
15/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
15/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
15/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
15/11/2020;Maldonado(UY-MA);URUUYMA;190078;3.43;1.8
15/11/2020;Montevideo(UY-MO);URUUYMO;1381946;41.71;3.02
15/11/2020;Paysandú(UY-PA);URUUYPA;119373;0.71;0.6
15/11/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
15/11/2020;Rivera(UY-RV);URUUYRV;108569;2.43;2.24
15/11/2020;Rocha(UY-RO);URUUYRO;74079;0;0
15/11/2020;Salto(UY-SA);URUUYSA;132788;0;0
15/11/2020;San José(UY-SJ);URUUYSJ;116479;0.71;0.61
15/11/2020;Soriano(UY-SO);URUUYSO;89930;1.14;1.27
15/11/2020;Tacuarembó(UY-TA);URUUYTA;92993;1.14;1.23
15/11/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
16/11/2020;Artigas(UY-AR);URUUYAR;74570;1;1.34
16/11/2020;Canelones(UY-CA);URUUYCA;588959;10.86;1.84
16/11/2020;Cerro Largo(UY-CL);URUUYCL;89587;5.71;6.38
16/11/2020;Colonia(UY-CO);URUUYCO;130444;4.57;3.5
16/11/2020;Durazno(UY-DU);URUUYDU;58990;0;0
16/11/2020;Flores(UY-FS);URUUYFS;26500;0.29;1.08
16/11/2020;Florida(UY-FD);URUUYFD;69318;0;0
16/11/2020;Lavalleja(UY-LA);URUUYLA;59002;0.14;0.24
